,CtrlFemaleFB1,CtrlFemaleFB2,CtrlFemaleFB3,NitoKDFemaleFB1,NitoKDFemaleFB2,NitoKDFemaleFB3,CtrlMaleFB1,CtrlMaleFB2,CtrlMaleFB3,NitoKDMaleFB1,NitoKDMaleFB2,NitoKDMaleFB3
pcx,4064.503638,3035.140868,2840.509404,5833.256723,6298.418875,4971.422399,3746.187463,3517.716838,3643.16645,3869.907121,3385.703408,4267.940579
fs(1)K10,1325.780532,1221.910686,1428.555175,1351.340134,1608.030063,1383.797987,1550.589286,1544.207209,1720.02492,1390.678449,1187.15728,1526.026648
Or2a,6.881213834,13.46458056,15.72721294,6.765157115,0,5.125177731,13.59503515,16.01874699,12.17178183,2.962041424,10.08507398,8.810777413
CG3071,2258.185006,2180.140003,3250.290674,835.4969037,1114.780392,958.4082357,1261.31715,1633.111255,1491.043274,607.218492,528.7460215,681.9541718
CG2854,48.16849684,62.83470929,65.53005392,37.20836413,52.39648519,28.18847752,530.9616504,386.0518024,652.7118008,331.7486395,469.6763025,392.9606726
lncRNA:CR33218,30.96546225,11.2204838,18.3484151,45.66481053,14.45420281,25.62588866,856.4872142,711.2323662,918.208792,669.4213619,1172.750031,824.6887659
Raf,1012.685303,1055.847526,968.9710639,1784.310189,1703.789156,1632.369107,1020.382916,898.6517059,1126.650556,1223.323108,962.4042027,1157.736152
CG2841,2683.673395,1490.080249,1431.176378,923.4439462,1145.495573,807.2154926,2632.14986,2334.732373,3311.485395,1528.413375,1417.673257,1945.419653
mRpL14,1851.046521,1987.147681,2663.141391,1931.452356,2493.349985,2703.531253,940.3232643,1382.417865,1346.503365,804.1942467,1038.76262,1016.763714
Ilp6,8929.521818,13738.36037,7619.834669,35305.6637,34225.74548,31876.0429,11674.35879,8412.244979,4572.025551,38867.90757,29964.19552,30622.73798
CG14050,106.6588144,103.228451,121.4490333,50.73867837,90.33876757,133.254621,105.7391623,72.08436143,56.29449098,63.68389062,48.98464505,44.05388707
CG2865,2481.824456,2130.769874,1755.331711,2597.820332,2164.516871,2780.408919,2431.245452,2101.659604,3150.209286,2289.658021,2741.699398,2560.411916
CG2918,56958.10064,45790.7944,59989.70629,20755.50203,28164.01418,25328.62835,40239.03819,47771.9082,47790.97989,12850.81672,12315.31605,16351.04072
CG2924,3339.682447,3492.936608,3105.250822,4243.444801,4000.200628,4481.967926,3575.494244,3474.466221,2461.742876,4137.97187,2983.741173,3443.251813
temp,1204.212421,1061.457768,1603.301986,994.478096,1085.871986,832.8413813,887.4536832,1095.682294,1170.012529,709.4089211,623.8338619,641.4245957
CG3078,11.46868972,24.68506436,13.97974484,0,10.84065211,10.25035546,18.12671353,11.21312289,40.31902732,10.36714498,5.762899417,14.09724386
CG3191,237.4018773,247.972692,298.8170459,104.8599353,115.6336225,133.254621,325.5255638,289.9393204,329.3988458,241.4063761,324.1630922,283.7070327
crn,2671.057836,2554.904162,2819.539786,2812.614071,2959.498025,2652.279476,1932.00555,2172.142091,1977.914548,1873.491201,1763.447222,1802.685059
kz,997.7760059,889.7843655,1292.252663,267.2237061,395.6838019,284.4473641,595.1604275,747.2745469,986.6750648,257.6976039,229.0752518,148.0210605
Vinc,10712.90307,10289.18365,11068.46297,9976.915456,11720.5517,10534.80283,9356.4053,10677.2958,8511.118446,8265.576594,6901.072052,7161.399882
FarO,284.4235051,489.2130938,433.3720899,328.1101201,182.4843105,171.693454,185.7988137,181.0118409,133.1288638,168.8363612,142.6317606,91.6320851
CG14053,81.42769703,133.5237572,87.37340522,272.2975739,238.4943464,325.4487859,600.4473856,540.6327108,680.8590463,576.117057,713.1588029,442.3010262
Nmd3,3694.06496,3718.468332,4843.107851,2342.435651,2860.125381,2421.646478,2987.886613,3253.407513,3522.209368,1682.439529,1511.320372,1563.031913
Cyp4d14,0,0,0,0,0,0,0,0,0,0,0,0
Cyp4d1,44685.45577,53727.04259,42247.66263,54464.58865,63421.42838,54598.51837,34646.19179,33332.60966,21130.974,28733.28284,29229.42584,28553.96744
wapl,2953.187604,2401.183534,2684.984742,3649.802264,3532.245812,2721.469375,1992.427929,2216.193645,2466.307294,2396.291512,1652.511408,2128.683823
bcn92,4304.199253,4956.087695,6022.648822,2318.757601,2863.738932,3013.604506,3258.276757,3163.70253,2864.933149,1615.793597,2061.677267,1763.917638
ph-p,1439.32056,1282.501299,1425.060239,1924.687199,1438.19318,1353.046921,1088.358091,1140.534785,1217.178183,1116.689617,710.2773532,1200.027884
ph-d,644.5403624,609.2722704,537.3464421,818.584011,740.777894,743.150771,595.9157073,510.1970915,564.4663825,679.7885068,497.0500747,681.9541718
CG16903,3968.166644,4419.74857,4836.117979,3705.61481,4077.891968,4138.581018,2937.282871,3187.73065,2995.779804,2939.826113,3155.187431,2999.188632
AANATL7,2.293737945,6.732290281,8.737340522,3.382578558,10.84065211,10.25035546,18.12671353,36.04218072,34.2331364,23.69633139,31.69594679,37.00526514
wds,2675.645312,2618.860919,3035.352097,1307.366613,1414.7051,1291.544788,1443.339565,1764.46498,1924.663002,921.1948829,1094.950889,1122.493042
egh,5389.137301,5176.009178,2748.767328,10856.38588,9003.161576,13041.01474,5268.076119,4108.007664,3232.368813,7647.990957,9759.470163,6549.931929
Seipin,2071.245364,1576.477974,2373.061686,1540.764533,1815.809228,1468.36342,1264.338269,1295.916631,1304.662865,850.1058887,602.2229891,764.7754795
brv3,32.11233122,35.90554817,33.20189398,74.41672827,104.7929704,71.75248823,837.605221,723.2464264,1018.625992,607.218492,743.4140248,574.4626874
Tsp3A,1518.454519,1751.517521,1666.210838,2503.108133,2365.068935,2626.653587,1678.986841,1510.567841,1048.29471,1984.567754,1524.286896,1654.663998
eIF3g1,17728.30057,19426.02361,20803.60778,21492.90416,21549.40962,23152.9904,13377.51458,14381.63104,11684.14982,17011.0039,18586.79135,16969.5573
Smyd3,388.7885816,518.3863516,470.0689201,498.9303373,475.1819174,663.7105162,503.7715802,455.7333517,429.816046,447.268255,502.8129742,512.7872455
Klp3A,595.2249966,624.9809478,621.2249111,693.4286043,572.7477864,556.0817838,1906.326039,1594.666262,3149.448549,1152.234114,1518.523996,1122.493042
CG13760,350.9419055,351.201143,382.6955149,367.0097735,263.7892013,438.202696,345.1628368,397.2649252,377.3252368,328.7865981,357.2997639,347.1446301
Vha36-3,77.98709011,66.20085443,109.2167565,91.32962106,74.0777894,84.56543256,135.9503515,138.5621614,186.3804093,59.24082848,89.32494097,82.82130769
boi,362.4105952,365.7877719,301.438248,287.5191774,312.5721358,246.0085311,327.791403,320.3749397,510.4541006,225.1151482,247.8046749,222.0315908
tko,2919.928403,3718.468332,4712.047744,1457.891358,1470.715136,2014.194848,1728.835303,2591.833262,2377.301139,1187.778611,1557.423568,2026.478805
gt,25.23111739,11.2204838,10.48480863,0,3.613550703,0,18.12671353,25.62999518,27.38650912,5.924082848,8.644349126,0
CG32797,0,0,0,0,0,0,118.5789177,90.50592047,158.9939002,121.4436984,119.5801629,107.4914844
CG12496,0,6.732290281,0,0,3.613550703,0,0,0,7.607363645,0,0,0
sgg,12299.02286,12115.87841,11157.58385,29453.80279,28330.23751,25156.93489,11749.88677,11297.22131,9992.272148,19537.62523,16208.15461,17445.33928
per,89.45577984,83.03158013,28.83322372,696.8111829,654.0526772,481.7667067,127.6422744,109.7284169,73.030691,448.7492758,475.4392019,345.3824746
CG2662,180.0584286,210.9450955,249.0142049,98.09477817,224.0401436,174.2560429,442.593922,411.6817975,593.3743643,383.5843644,387.5549858,398.2471391
eIF2Bbeta,5538.230267,5677.564804,6611.545573,4738.992559,5089.686165,5073.925954,4256.001281,4770.382852,4088.197223,3649.235035,4179.542802,4063.530543
CG2681,579.168831,181.7718376,271.7312902,50.73867837,160.8030063,84.56543256,156.3429042,193.0259012,268.5399367,79.97511845,103.7321895,65.19975286
CG2694,705.3244179,729.3314471,784.6131789,777.9930683,867.2521686,889.2183363,956.9394184,844.9889035,1233.153647,824.9285366,839.9425901,977.9962929
fs(1)Yb,73.39961422,59.46856415,51.55030908,28.75191774,36.13550703,30.75106639,196.3727299,258.7027638,386.4540732,143.6590091,122.4616126,142.7345941
fs(1)Ya,17.20303458,12.34253218,12.23227673,0,0,20.50071092,15.10559461,23.22718313,43.36197278,4.443062136,7.203624272,0
dwg,1029.888337,973.937994,1155.076417,899.7658963,860.0250672,802.0903149,931.2599075,942.7032601,897.6689102,678.3074861,625.2745868,530.4088003
CG2712,191.5271184,265.9254661,304.9331842,233.3979205,168.0301077,153.7553319,304.3777313,301.9533807,314.9448549,188.0896304,213.2272784,151.5453715
CG12498,0,0,0,0,0,0,295.3143746,221.0587084,308.0982276,192.5326926,285.2635212,320.7122979
w,1340.689829,1082.776687,1662.715901,1229.567306,1337.01376,1114.726156,1251.498513,1619.49532,2101.914575,1627.641763,1365.807162,1261.703326
CG32795,5421.249632,5585.556837,5301.818229,7286.074213,7472.822853,7239.313545,4231.832329,4944.987194,3930.724796,4487.492758,3660.881855,4215.075915
Syx4,1948.530384,2101.596616,2474.414836,712.0327864,905.194451,779.0270151,1661.615407,1729.223737,1315.313174,419.1288615,603.663714,537.4574222
crm,500.0348719,535.2170774,546.0837826,629.1596117,594.4290906,609.89615,479.6026288,442.1174168,616.9571916,470.9645864,522.9831221,451.1118036
CG2701,3798.430036,3645.535187,3955.394054,6081.876247,6106.900688,5888.829213,3537.730257,3853.309587,3562.528395,3342.663747,3132.135833,3205.360823
CG2685,1665.253748,1622.481958,1885.518085,1682.832832,1696.562055,1570.866975,1311.165612,1478.530347,1350.307047,1483.982754,1780.73592,1541.886047
CG2680,3660.805759,2333.860631,3954.52032,1916.230753,2366.87571,1880.940227,1623.096141,2412.423296,2776.687731,1590.616245,1262.074972,1381.529898
Ugalt,4859.283835,3348.192367,5349.873602,2034.621002,2908.908316,2444.709778,2925.198396,3502.499028,3695.657259,1869.048139,1587.678789,2172.73771
Spg7,4171.162452,3569.235897,4319.741154,2432.073983,2193.425277,2021.882615,4040.746557,3984.663313,4462.479514,2054.175728,1996.844648,1822.068769
dyw,0,6.732290281,13.10601078,3.382578558,3.613550703,0,17.3714338,20.02343373,24.34356367,0,14.40724854,3.524310965
CG2652,0,0,0,6.765157115,7.227101405,15.37553319,533.9827694,573.4711421,578.9203734,346.5588466,607.9858885,555.078977
HLH3B,0,11.2204838,12.23227673,0,7.227101405,0,1.510559461,6.407498794,10.6503091,2.962041424,5.762899417,7.048621931
N,1398.033277,1209.568154,1110.51598,1084.116428,1293.651152,548.3940172,692.5915127,754.482983,1718.503447,490.2178557,580.6121163,622.0408854
CG3939,4152.812549,5418.371628,4523.321188,8104.658224,6921.756371,8113.156348,2894.987207,2951.454132,2225.914603,4949.57122,5735.525645,5122.585988
dnc,3110.308653,2278.88026,2365.198079,2591.055175,2395.784116,2016.757437,2454.659124,2567.004204,2237.325648,2108.973494,1695.733154,1651.139687
ng1,2883.228596,2596.419952,4285.665526,1320.896927,2272.923392,2790.659275,864.0400115,1641.120629,2459.460667,598.3323677,674.2592318,1217.649439
Sgs4,425163.8248,601882.4598,239743.0129,520908.6414,463943.7747,485308.2045,510060.0392,447478.8914,66289.04533,656654.9633,444776.2548,500804.5882
CG10801,2.293737945,0,0,3.382578558,25.29485492,5.125177731,288.516857,264.3093253,358.3068277,239.9253554,275.1784472,303.090743
CG12206,143.3586215,116.6930315,87.37340522,54.12125692,43.36260843,112.7539101,234.8919961,209.8455855,288.3190822,71.08899418,155.5982843,139.2102831
CG16781,0,0,0,0,0,0,882.9220048,680.7967469,951.681192,644.2440098,668.4963324,778.8727234
CG16782,6.881213834,38.14964493,15.72721294,43.97352125,28.90840562,41.00142185,2666.137448,2503.730154,2761.473003,2043.808583,3525.453718,1811.495836
CG14269,2.293737945,5.610241901,1.747468104,0,0,0,438.0622436,434.9089807,373.521555,324.3435359,644.0040099,322.4744533
tRNA:Gln-TTG-2-1,2.293737945,0,1.747468104,0,0,0,0,0,0,0,0,0
CG12535,103.2182075,118.9371283,186.1053531,86.25575322,86.72521686,171.693454,399.5429774,478.9605349,468.6136006,313.976391,469.6763025,408.820072
CG10793,2.293737945,0,1.747468104,6.765157115,3.613550703,0,621.5952181,640.7498794,655.7547462,568.7119534,620.9524122,722.4837479
Pig1,7920.277122,11478.55493,6511.066157,12067.349,12531.79384,14650.32054,10879.04924,11487.04346,6081.326498,17736.70405,22740.4011,19080.61957
ng4,2.293737945,0,2.621202157,3.382578558,5.420326054,10.25035546,0,0.800937349,5.325154552,0,0,14.09724386
ng3,53408.54117,62007.75963,72168.68524,75179.49973,104335.8562,102185.7936,39415.02801,57378.35076,54636.0857,60619.65877,52188.81712,87811.73201
ng2,2933.690831,2643.545984,4881.55215,444.8090803,760.6524229,791.8399594,1825.511108,2945.046633,4632.88446,1337.361703,1463.776452,2722.530221
CG14265,15191.42641,22844.90502,9218.767985,40081.86462,39655.10541,37590.61607,28114.53268,31912.54774,13862.13803,41798.84756,39020.59195,42328.73685
Fcp3C,30.96546225,20.19687084,28.83322372,157.2899029,90.33876757,56.37695504,37.76398652,46.45436626,18.25767275,66.64593204,43.22174563,49.34035352
CG18508,2453.152732,2508.900178,2210.547152,2558.920679,2554.780347,2777.84633,2032.457754,2021.56587,1816.638439,2116.378598,2457.876601,1992.997851
CG3526,0,0,0,0,0,17.93812206,607.2449032,543.8364602,746.2823736,518.3572492,839.9425901,764.7754795
CG32793,4.587475889,11.2204838,6.989872418,3.382578558,3.613550703,0,6.042237843,0,6.846627281,0,0,0
CG3592,0,1.12204838,0,0,0,0,18.12671353,22.42624578,12.9325182,5.924082848,14.40724854,10.5729329
CG3598,2.293737945,0,6.989872418,0,1.806775351,10.25035546,10.57391623,6.407498794,9.128836374,5.924082848,5.762899417,3.524310965
CG14420,0,0,5.242404313,0,0,0,13.59503515,7.208436143,10.6503091,2.962041424,23.05159767,10.5729329
CG14421,6.881213834,0,3.494936209,3.382578558,3.613550703,0,0,3.203749397,3.042945458,0,0,0
CG14422,9.174951778,6.732290281,6.989872418,0,0,5.125177731,10.57391623,12.81499759,4.564418187,0,5.762899417,14.09724386
CG14423,2.293737945,2.24409676,8.737340522,3.382578558,0,0,10.57391623,9.611248191,1.521472729,0,0,0
CG17959,0,6.732290281,0,0,0,0,4.531678382,7.208436143,4.564418187,5.924082848,1.440724854,3.524310965
CG3603,5877.703483,6728.924136,6065.46179,13640.24803,12927.47764,13448.46637,3349.665604,3870.129272,2227.436075,6063.298795,6218.168471,5931.415355
kirre,397.9635334,241.2404017,352.9885571,157.2899029,187.9046365,230.6329979,247.7317516,281.1290096,353.7424095,108.114512,103.7321895,96.91855155
CG4116,0,0,0,0,0,10.25035546,0,0,0,0,0,7.048621931
rst,165.149132,230.0199179,139.7974484,125.1554066,117.4403978,82.0028437,136.7056312,177.8080915,303.5338094,69.60797347,96.52856524,169.1669263
CG14424,0,0,0,0,3.613550703,15.37553319,0,2.402812048,0,0,0,0
CG14419,533.2940721,148.1103862,650.9318689,28.75191774,88.53199222,2.562588866,145.0137082,118.5387277,185.6196729,38.50653851,12.96652369,10.5729329
CG14418,0,2.24409676,0,0,0,0,0,0,0,0,0,0
CG14417,0,13.46458056,0,0,3.613550703,0,4.531678382,0,1.521472729,0,5.762899417,3.524310965
CG14416,0,0,0,0,3.613550703,0,1.510559461,1.601874699,10.6503091,11.8481657,5.762899417,0
CG10802,5464.830653,5282.603774,6344.182953,2690.841243,2478.895782,2800.90963,3944.826032,4019.904556,3748.148068,1435.10907,1458.013553,1503.118627
CG10803,1114.756641,1086.142832,1264.293174,1187.285074,1407.477999,1417.111643,1219.021485,1211.818209,1508.540211,1442.514174,1162.664957,1081.963466
CG13021,4.587475889,2.24409676,0,0,0,0,464.4970342,412.4827349,480.024646,343.5968052,557.5605186,514.5494009
ppk8,0,0,0,0,0,5.125177731,0,1.601874699,0,0,0,0
Ilp7,0,0,0,0,0,0,3.021118921,4.805624096,3.042945458,5.924082848,5.762899417,26.43233224
Mnt,6285.988837,5651.757691,5343.757463,6912.299283,8099.7739,7562.199742,4521.104466,4850.476587,3927.68185,5451.637241,5546.790689,5110.2509
Rala,4134.462645,4577.957391,3848.7985,12601.79642,11073.72613,14089.11358,4009.780089,3601.81526,2778.96994,7933.827955,7174.809774,7147.302638
Parg,1080.350572,1061.457768,1153.328949,1975.425878,1897.114119,2042.383326,944.099663,920.2770143,1221.742601,937.4861108,992.6594246,939.2288723
CG2875,2193.960344,2200.336874,3237.184663,634.2334796,719.0965898,776.4644263,833.0735426,1171.771342,1250.650583,319.9004738,270.8562726,359.4797185
DIP-alpha,71.10587628,47.12603197,104.8480863,20.29547135,25.29485492,61.50213277,45.31678382,58.4684265,90.52762738,25.17735211,37.45884621,114.5401064
Gas8,0,0,6.116138365,13.53031423,3.613550703,51.25177731,491.6871045,422.0939831,781.2762464,359.888033,412.0473083,466.9712029
CG14270,1498.957747,1419.391201,2391.410101,965.7261782,1114.780392,955.8456468,1035.48851,1326.35225,1334.331583,916.7518208,1204.445978,1120.730887
CG10804,2.293737945,2.24409676,19.22214915,3.382578558,7.227101405,64.06472164,8.308077034,9.611248191,22.06135457,0,8.644349126,7.048621931
tRNA:Gln-CTG-2-1,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Pro-CGG-3-1,2.293737945,0,0,0,0,0,0,0,0,0,0,0
CG2930,13970.01095,11504.36204,8738.214256,6587.571741,8901.982156,5671.009159,7873.035909,8244.849073,6140.663935,6905.99958,3891.397831,5101.440122
CG15239,6.881213834,2.24409676,3.494936209,0,0,28.18847752,4.531678382,1.601874699,19.01840911,2.962041424,8.644349126,14.09724386
Glos,402.5510093,352.3231914,389.6853873,470.1784195,415.5583308,376.7005632,302.8671719,311.5646289,359.0675641,306.5712874,240.6010507,232.6045237
Gem4b,8.028082806,11.2204838,1.747468104,0,0,7.687766597,109.5155609,75.28811083,142.2577002,63.68389062,108.0543641,65.19975286
Gem4c,18.34990356,8.976387042,7.86360647,8.456446394,9.033876757,10.25035546,154.077065,96.91341926,200.8344002,88.86124273,79.23986699,118.0644173
Vap33,30550.29568,30790.1296,30320.31908,49745.89156,57520.50009,51128.77304,23797.35374,26799.36371,21018.38502,32529.13892,36960.35541,32467.71477
CG6414,0,0,0,0,0,0,0,0,0,0,2.881449709,0
CG6428,2313.234717,1807.61994,2763.620807,2041.38616,1335.206985,1611.868396,1958.440341,1688.375932,2689.963785,1097.436348,1590.560239,667.8569279
lva,27043.17037,20829.70613,24046.03485,22626.06797,28615.70801,22402.15186,18607.07144,19710.26723,19593.5258,11965.16633,9781.081036,10987.03943
CG2938,3020.852873,2707.502741,2633.434433,3856.139556,3895.407657,4169.332084,2506.018145,2342.741747,2171.141584,2830.230581,3214.25715,2313.710149
lncRNA:roX1,144.5054905,234.5081115,233.2869919,2283.240526,2491.543209,2193.576069,16431.86581,14499.36883,13792.15029,22483.37543,13985.11616,11725.38258
CG15375,0,0,0,0,7.227101405,0,418.4249706,419.691171,480.7853824,404.3186544,547.4754446,454.6361145
brn,672.0652177,655.276254,658.7954754,622.3944546,682.9610828,648.334983,432.0200058,464.5436626,461.0062369,340.6347638,404.8436841,542.7438887
cib,16424.31055,20401.08365,12644.6792,42809.91423,32041.35408,45334.75962,18451.48381,17949.80693,11954.97197,38377.68971,27248.42917,43484.71085
dgt4,116.9806352,152.5985797,130.1863738,69.34286043,108.4065211,117.8790878,236.4025556,273.9205735,307.3374913,219.1910654,316.9594679,200.885725
tyf,9235.735834,7435.814616,8516.285807,9479.676408,11301.37982,8615.423766,7029.388451,7301.344876,7872.860637,6203.995763,4963.297123,5799.253694
GlcAT-I,2063.217281,1932.167311,2012.209522,2604.585489,2672.220745,2593.339932,1568.716,1833.345592,1513.104629,1710.578922,1165.546407,1767.441949
